Temperature;Price
9;3,194
8,64;3,145
8,49;3,037
8,67;2,959
8,54;2,754
8,27;2,718
8,21;2,67
8,13;2,721
8,49;2,977
9,31;3,295
9,91;3,301
10,67;3,453
11;3,426
11,1;3,383
12,14;3,306
10,3;3,292
10,65;3,271
11,22;3,241
11,72;3,192
11,55;3,208
11,05;3,229
10,48;3,217
9,59;3,25
8,99;3,248
8,97;3,206
8,94;3,179
8,79;3,025
8,53;2,903
8,3;2,801
8,07;2,735
8,14;2,718
8,21;2,703
8,48;2,818
8,91;3,079
9,25;3,159
9,49;3,172
9,67;3,162
11,24;3,15
11,86;3,104
13,46;3,09
14,05;3,088
13,3;3,083
13,15;3,063
13,02;3,039
13,18;3,08
12,73;3,09
12,12;3,078
11,78;3,02
10,98;2,965
9,68;2,904
8,75;2,703
8,05;2,501
8,31;2,443
7,87;2,426
7,33;2,433
6,87;2,48
7,07;2,524
8,09;2,794
8,86;2,816
9,64;2,852
10,85;2,857
11,21;2,84
12,48;2,823
13,02;2,809
13,7;2,804
14,11;2,802
13,64;2,799
13,84;2,798
14,19;2,798
13,58;2,801
12,73;2,801
11,26;2,809
9,83;2,812
8,92;2,804
8,79;2,668
8,43;2,541
8,16;2,372
8,04;2,243
7,78;2,068
7,6;2,263
7,72;2,461
8,86;2,693
11,64;2,807
13,2;2,855
14,16;2,87
15,76;2,886
17,18;2,947
17,93;2,897
19,37;2,885
19,89;2,836
19,83;2,833
19,82;2,832
19,24;2,828
18,48;2,822
16,95;2,814
15,1;2,828
13,26;2,808
11,65;2,77
10,67;2,681
10,12;2,566
9,42;2,501
9,23;2,471
9,09;2,5
9;2,513
10,12;2,672
12,02;2,776
13,84;2,774
14,48;2,788
15,82;2,787
16,41;2,784
16,75;2,784
16,61;2,781
16,6;2,778
17,08;2,776
17,03;2,659
17,14;2,647
16,96;2,639
16,27;2,651
14,82;2,633
13,87;2,637
13,3;2,63
12,8;2,657
12,35;2,506
11,12;2,344
9,9;2,304
8,76;2,218
7,7;2,094
7,18;2,084
8,31;2,257
10,97;2,326
14,2;2,378
16,07;2,493
17,51;2,504
18,66;2,425
19,55;2,411
20,94;2,383
21,4;2,283
21,62;2,197
21,71;2,227
21,4;2,387
20,97;2,503
19,72;2,545
18,07;2,544
16,44;2,541
15,25;2,542
14,17;2,543
13,26;2,519
13,35;2,309
13,22;1,812
12,97;1,412
11,57;1,218
11,7;1,165
13,72;1,152
16,7;1,198
18,38;1,236
19,8;1,404
20,06;1,879
20,28;2,066
21,4;2,08
22,23;1,892
22,83;1,788
23,24;1,614
23,24;1,719
23,05;1,884
22,62;2,305
21,41;2,442
19,5;2,581
17,5;2,515
15,76;2,539
14,09;2,477
12,43;2,395
10,9;2,336
9,5;2,314
8,22;2,297
7,03;2,287
5,95;2,308
8,3;2,449
13,04;2,664
16,71;2,727
19,3;2,709
21,1;2,709
22,53;2,707
23,66;2,7
24,32;2,654
24,71;2,659
25,04;2,632
24,94;2,702
24,78;2,715
24,38;2,709
23,05;2,685
21,19;2,669
19,69;2,665
18,49;2,687
17,37;2,683
16,37;2,422
15,6;2,407
14,83;2,334
13,87;2,307
13,07;2,301
13,05;2,328
14,8;2,426
18,24;2,628
20,83;2,685
22,45;2,676
23,69;2,694
24,77;2,629
25,7;2,622
26,16;2,62
26,51;2,648
26,75;2,701
26,67;2,7
26,41;2,693
25,77;2,641
24,27;2,631
20,87;2,636
18,94;2,625
17,6;2,623
15,94;2,626
14,28;2,499
12,87;2,264
11,85;2,122
11,07;1,961
10,47;1,964
10,1;2,092
11,97;2,322
16,53;2,593
19,95;2,717
22,5;2,659
24,09;2,726
25,26;2,742
26,22;2,664
25,69;2,682
26,27;2,676
25,4;2,654
23,3;2,625
22,89;2,637
20,72;2,646
18,86;2,633
16,43;2,626
15,28;2,596
14,63;2,669
14,17;2,683
13,94;2,518
13,82;2,437
13,79;2,384
13,91;2,357
13,91;2,34
13,64;2,294
13,36;2,409
12,98;2,413
12,73;2,493
12,62;2,585
12,54;2,579
12,74;2,559
13,56;2,602
19,9;2,516
20,79;2,313
21,29;2,272
21,53;2,264
21,47;2,348
21,12;2,571
20,46;2,626
18,82;2,632
17,29;2,631
16,06;2,631
15,21;2,635
15,12;2,531
14,66;2,407
13,89;2,369
13,6;2,348
12,42;2,294
11,44;2,369
11,52;2,5
12,07;2,628
13,24;2,627
14,51;2,616
15,87;2,628
17,04;2,634
17,87;2,626
18,49;2,608
19,64;2,603
19,98;2,591
20,05;2,586
19,89;2,583
19,67;2,619
19,16;2,615
18,22;2,622
17,22;2,623
15,58;2,621
14,19;2,624
13,06;2,619
12,08;2,561
11,21;2,469
10,41;2,43
9,66;2,405
9,25;2,379
11,23;2,362
14,28;2,472
16,93;2,53
18,5;2,535
19,67;2,543
20,67;2,547
21,42;2,529
21,58;2,439
21,9;2,432
22,18;2,408
22,34;2,389
21,39;2,426
21,58;2,566
20,55;2,569
19,77;2,564
18,92;2,56
18,2;2,553
17,49;2,535
16,82;2,408
16,21;2,125
15,67;1,608
15,05;1,866
15,1;1,658
14,44;1,425
15,05;0,991
16,26;1,436
17,31;1,827
17,25;1,904
17,29;2,282
17,38;2,356
18,36;2,339
17,48;2,277
17,47;2,245
17,44;2,191
17,37;2,173
17,21;2,253
17,03;2,383
16,72;2,53
16,07;2,531
15,46;2,527
15,17;2,52
14,86;2,511
14,59;2,406
14,26;2,227
13,9;2,14
13,47;2,143
13,18;2,203
13,03;2,269
13,19;2,482
13,34;2,662
13,46;2,564
13,38;2,565
13,33;2,593
13,37;2,594
13,65;2,574
14,84;2,595
14,54;2,575
14,58;2,561
14,54;2,55
14,45;2,558
14,42;2,538
14,7;2,528
13,87;2,576
13,28;2,575
13,03;2,572
12,82;2,637
12,64;2,563
12,4;2,666
12,26;2,654
12,03;2,637
11,86;2,629
11,74;2,643
12;2,662
12,36;2,688
12,84;2,709
13,52;2,737
13,75;2,737
14,51;2,732
15,21;2,719
18,03;2,738
17,47;2,737
17,78;2,731
17,78;2,698
17,61;2,695
17,94;2,691
17,07;2,688
16,31;2,687
15,98;2,685
15,73;2,684
15,42;2,679
15,08;2,567
14,76;2,462
13,62;2,387
13,21;2,356
13,15;2,258
12,89;2,253
14,64;2,398
15,32;2,645
15,48;2,744
16,21;2,746
16,63;2,699
16,64;2,687
16,7;2,67
19,15;2,647
19,73;2,645
18,61;2,63
18,09;2,594
17,46;2,593
16,78;2,607
16,33;2,619
15,09;2,643
14,51;2,593
13,97;2,62
13,53;2,61
13,39;2,527
13,22;2,197
13,23;2,123
13,02;2,064
12,86;2,069
12,8;2,184
13,86;2,369
14,37;2,683
14,42;2,754
14,66;2,777
15,06;2,779
15,45;2,774
15,82;2,755
18,48;2,749
18,44;2,743
17,81;2,745
18,3;2,737
18,23;2,734
17,74;2,724
17,06;2,711
16,09;2,707
15,58;2,697
15,19;2,705
14,56;2,701
13,28;2,641
12,71;2,638
12,03;2,583
11,52;2,499
11,17;2,459
10,98;2,434
11,96;2,614
12,59;2,7
14;2,843
15,1;2,883
16,14;2,884
16,6;2,877
17,39;2,855
19,64;2,842
19,96;2,838
19,92;2,825
19,03;2,693
18,84;2,687
18,41;2,681
17,93;2,681
16,39;2,613
14,89;2,609
14,44;2,595
14,02;2,57
13,71;2,52
13,42;2,632
13,21;2,624
12,89;2,593
12,52;2,586
12,23;2,575
12,5;2,5
13,65;2,528
14,66;2,603
15,38;2,633
17,01;2,649
16,92;2,713
17,29;2,703
21,41;2,649
21,78;2,693
21,9;2,671
21,83;2,675
21,51;2,627
20,51;2,639
20,14;2,642
19,41;2,644
18,87;2,641
17,34;2,641
16,34;2,637
15,55;2,596
15,04;2,631
14,88;2,517
14,44;2,377
13,82;2,288
13,39;2,158
14,02;1,998
14,89;2,033
15,63;2,293
16,58;2,413
17,98;2,499
18,09;2,603
19,11;2,585
20,47;2,593
20,13;2,486
19,82;2,412
19,53;2,396
19,02;2,444
19,19;2,494
18,7;2,576
17,9;2,634
16,86;2,644
15,77;2,648
14,93;2,647
14,23;2,632
13,89;2,474
13,54;2,393
13,12;2,253
12,95;2,168
12,85;2,165
13,31;2,309
14,01;2,41
14,98;2,462
16,15;2,642
16,5;2,652
18,35;2,495
18,33;2,531
21,65;2,452
21,33;2,411
21,08;2,407
21,48;2,469
21,31;2,6
20,97;2,673
20,42;2,675
19,9;2,678
19,17;2,68
17,88;2,676
16,42;2,676
15,46;2,61
14,81;2,422
14,23;1,994
13,81;1,497
13,79;1,08
13,92;1,022
14,31;1,77
15,02;2,462
15,92;2,647
16,75;2,737
18,98;2,714
19,95;2,672
20,37;2,631
19,93;2,562
20,14;2,378
20,11;2,271
16,6;2,154
15,69;2,098
17,31;2,195
16,81;2,272
15,37;2,308
13,78;2,192
13,16;2,044
12,86;2,023
11,67;1,355
11,17;1,067
10,8;0,88
10,6;0,682
11,25;0,463
11,64;0,442
12,05;0,571
12,97;1,98
13,76;2,368
15,18;2,453
16,44;2,393
17,5;2,358
18,3;2,299
18,72;2,227
19,49;2,217
20,63;2,188
21,23;2,027
21,27;1,993
20,78;1,97
20,08;2,037
19,14;2,313
18,27;2,203
17,44;2,197
15,37;2,158
14,19;1,84
13,46;1,55
12,99;1,02
11,91;0,991
11,34;0,986
11,23;0,992
12,84;1,86
14,88;2,409
17,2;2,567
19,85;2,609
21,93;2,621
23,9;2,624
25,55;2,593
26,72;2,578
27,44;2,577
27,91;2,566
28,2;2,517
28,27;2,528
28,15;2,587
27,89;2,599
26,73;2,592
24,34;2,582
22,13;2,558
20,26;2,55
19,2;2,501
18,73;2,518
18,86;2,488
18,81;2,461
18,74;2,404
18,62;2,43
18,95;2,485
19,98;2,483
22,18;2,604
24,7;2,536
26,92;2,54
28,69;2,534
30,09;2,524
29,92;2,525
30,66;2,523
31,15;2,517
31,41;2,475
31,75;2,442
31,25;2,422
30,21;2,414
28,15;2,528
24,74;2,502
23,34;2,486
22,52;2,47
21,8;2,477
21,75;2,48
21,36;2,447
20,38;2,41
19,25;2,365
18,72;2,319
19,19;2,367
21,22;2,338
24,01;2,38
26,78;2,345
29,11;2,378
30,88;2,406
32,21;2,404
31,35;2,395
31,8;2,379
32,08;2,366
32,42;2,359
32,61;2,356
32,45;2,43
32,07;2,432
30,24;2,461
27,37;2,453
24,96;2,439
23,41;2,433
21,83;2,416
21,28;2,482
21,58;2,431
21,45;2,178
21,59;1,8
22,13;1,539
22,53;1,26
23,07;1,284
25,13;1,649
27,63;1,843
29,81;2,086
31,43;2,191
32,85;2,188
34,28;2,165
35,08;2,109
35,45;2,08
35,62;2,022
34,5;2,115
33,8;2,358
32,4;2,49
29,69;2,486
25,19;2,521
23,45;2,518
22,92;2,508
21,91;2,436
21,44;2,422
20,8;2,066
19,87;1,815
18,65;1,46
19,29;1,566
21,08;1,988
22,84;2,473
25,27;2,603
27,41;2,647
29,46;2,594
31,33;2,543
32,62;2,49
32,15;2,327
32,91;2,272
33,36;2,228
33,37;2,22
33,22;2,196
33,09;2,223
31,99;2,431
29,57;2,394
26,88;2,333
23,75;2,326
23,73;2,238
23,5;2,001
20,72;1,798
19,33;1,07
18,7;0,787
18,49;0,742
18,31;0,892
18,67;1,585
19,33;2,267
20,7;2,529
22,49;2,542
24,46;2,528
26,3;2,513
28,07;2,506
30,02;2,492
30,58;2,484
30,9;2,47
30,88;2,455
30,53;2,464
29,98;2,479
28,87;2,476
27,79;2,472
25,95;2,475
24,54;2,468
23,16;2,479
21,83;2,481
20,34;2,421
19,21;2,333
18,08;2,31
17,23;2,313
16,76;2,337
17,15;2,406
18,27;2,453
19,86;2,465
21,59;2,458
23,64;2,461
25,69;2,453
27,07;2,419
28,42;2,427
29,07;2,422
29,18;2,419
29,21;2,396
28,75;2,387
28,71;2,361
27,88;2,391
27,12;2,394
25,94;2,369
23,94;2,44
22,22;2,452
20,98;2,452
20,05;2,486
18,65;2,478
17,5;2,468
16,59;2,453
16,24;2,448
16,63;2,476
17,57;2,469
19,1;2,506
20,84;2,521
23,04;2,517
24,82;2,517
26,01;2,512
26,22;2,509
26,86;2,506
27,16;2,503
27,17;2,496
26,9;2,492
26,36;2,485
25,33;2,474
23,63;2,48
21,36;2,48
19,49;2,471
17,9;2,473
17,31;2,455
16,64;2,448
15,64;2,335
14,82;2,2
13,75;2,107
12,93;2,105
13,26;2,241
14,51;2,429
16,51;2,442
18,91;2,468
21,23;2,468
22,13;2,423
22,77;2,348
23,04;2,346
23,31;2,33
22,78;2,284
22,36;2,253
22,02;2,209
21,62;2,2
20,89;2,177
20,08;2,301
19,08;2,305
18,08;2,296
17,13;2,323
16,55;2,183
15,46;2,03
13,68;1,802
12,59;1,708
11,51;1,949
10,77;1,846
10,85;1,977
11,14;1,914
12,42;2,1
16,74;2,301
19,86;2,349
20,81;2,324
21,62;2,309
22,76;2,282
22,98;2,255
23,46;2,209
23,47;2,222
23,1;2,291
22,73;2,384
22,22;2,379
20,95;2,369
19,42;2,354
17,85;2,337
16,84;2,328
16,09;2,306
14,67;2,424
13,51;2,374
12,04;2,341
10,68;2,308
10,03;2,195
10,41;2,249
11,71;2,339
13,7;2,375
16,15;2,39
19,34;2,414
21,31;2,43
22,14;2,424
23,08;2,413
23,2;2,353
23,38;2,198
22,94;2,29
22,74;2,36
22,94;2,399
22,11;2,4
21,27;2,407
19,98;2,414
19,28;2,403
17,17;2,395
15,38;2,393
15,15;2,396
15,29;2,376
14,17;2,332
13,15;2,312
12,69;2,355
12,59;2,358
12,73;2,387
13,34;2,47
16,15;2,469
17,63;2,523
18,65;2,531
19,89;2,549
21,42;2,58
21,29;2,568
21,61;2,558
21,76;2,531
21,68;2,495
21,43;2,489
21,09;2,49
20,33;2,485
18,54;2,462
17,82;2,455
17,06;2,448
16,24;2,428
15,72;2,394
15;2,371
14,13;2,301
13,47;2,263
13;2,281
13,6;2,364
14,73;2,394
16,25;2,459
18,47;2,532
21,01;2,534
22,34;2,529
22,15;2,508
21,2;2,596
22,24;2,588
22,57;2,513
23,47;2,455
23,66;2,42
23,46;2,423
23,03;2,433
22,39;2,451
20,86;2,433
19,5;2,422
18,84;2,426
17,58;2,395
16,31;2,396
15,41;2,325
14,32;2,304
13,52;2,292
13,41;2,291
13,46;2,417
14,23;2,42
15,58;2,426
17,42;2,464
19,45;2,464
21,14;2,467
22,67;2,462
24,29;2,46
24,56;2,447
24,72;2,45
24,69;2,474
24,43;2,466
23,66;2,457
23,03;2,449
22,23;2,448
21,37;2,446
20,43;2,449
18,85;2,449
17,32;2,436
16,74;2,45
16,44;2,413
16,11;2,406
15,64;2,399
15,06;2,384
15,41;2,384
16,35;2,399
17,97;2,394
19,06;2,406
20,02;2,407
20,4;2,406
21,04;2,405
21,19;2,409
21,4;2,394
21,32;2,411
21,38;2,41
21,26;2,448
21,11;2,483
20,65;2,446
19,48;2,437
18,03;2,452
16,71;2,428
15,41;2,4
14,91;2,377
14;2,401
13,21;2,355
12,71;2,243
12,15;2,141
11,92;2,159
12,77;2,334
14,15;2,385
15,71;2,407
17,62;2,475
18,96;2,465
20,23;2,447
21,4;2,425
22,82;2,516
23,55;2,434
24,05;2,423
24,33;2,406
24,24;2,397
23,81;2,387
23,1;2,389
21,87;2,387
19,96;2,387
18,14;2,379
17,14;2,365
16,28;2,352
15,48;2,419
14,84;2,378
14,46;2,324
14,29;2,228
14,31;2,028
14,74;1,999
15,78;2,209
17,51;2,375
19,7;2,403
21,2;2,393
22,6;2,288
23,8;2,237
25,72;2,214
26,67;2,142
27,23;2,06
27,5;1,968
27,46;1,941
27,01;2,207
26,05;2,357
24,62;2,378
22,73;2,369
21,18;2,374
19,87;2,387
18,88;2,349
17,78;2,395
16,75;2,303
15,6;2,079
15,12;1,825
14,81;1,445
15,17;1,025
16,09;1,026
16,88;1,769
18,27;1,926
20,05;2,122
20,34;2,197
21,34;2,188
26,15;2,176
26,7;2,107
26,04;2,056
26,4;1,991
26,89;2,038
26,43;1,758
25,64;2,169
23,16;2,32
20,06;2,32
18,32;2,337
17,32;2,32
16,58;2,18
16,35;2,186
16,36;2,024
16,25;1,74
16,18;1,691
16,3;1,695
16,8;2,236
16,37;2,323
16,05;2,344
16,44;2,401
17,58;2,399
18,59;2,371
19,48;2,343
21,93;2,326
22,86;2,329
23,46;2,334
23,87;2,324
23,83;2,332
23,58;2,34
23,11;2,343
22,4;2,344
21,58;2,342
20,72;2,342
19,65;2,341
17,92;2,329
16,86;2,321
16,26;2,29
15,18;2,259
14,19;2,25
13,91;2,251
14,37;2,342
15,38;2,329
17,01;2,376
18,96;2,405
21,08;2,408
22,58;2,409
22,6;2,407
23,12;2,411
22,13;2,411
21,62;2,41
21,43;2,404
21,01;2,398
21,04;2,397
20,59;2,389
19,51;2,394
18,04;2,393
16,98;2,387
16,64;2,381
15,62;2,369
14,36;2,346
14,23;2,338
13,14;2,335
12,28;2,333
11,66;2,331
12,31;2,334
13,96;2,339
16,63;2,382
18,52;2,403
19,54;2,398
20,42;2,4
21,1;2,397
22,05;2,395
22,85;2,39
23,2;2,383
23,27;2,344
23,18;2,344
22,72;2,339
22,05;2,337
21,28;2,336
20,61;2,333
20,02;2,335
18,57;2,338
16,9;2,336
15,81;2,223
15,07;2,182
14,8;2,177
14,73;2,181
14,51;2,186
15,01;2,274
16,87;2,292
18,47;2,364
20,7;2,39
22,97;2,393
23,96;2,394
24,73;2,377
25,45;2,376
25,96;2,378
26,17;2,375
26,05;2,348
25,66;2,353
24,74;2,35
23,83;2,345
22,73;2,342
21,47;2,341
20,66;2,33
19,84;2,323
18,13;2,298
16,91;2,35
16,64;2,243
16,34;2,197
16,68;2,175
16,85;2,183
17,46;2,305
19,06;2,353
21,14;2,375
23,24;2,393
25,06;2,398
25,24;2,4
25,01;2,39
26,48;2,384
29,18;2,38
27,65;2,375
23,76;2,289
24,05;2,281
22,69;2,288
20,41;2,279
20,04;2,276
20,16;2,288
19,82;2,279
19,82;2,292
18,82;2,289
18,49;2,393
18,15;2,381
17,39;2,347
16,76;2,334
16,3;2,326
16,97;2,346
16,75;2,366
14,64;2,373
14,39;2,393
14,94;2,405
15,15;2,413
15,26;2,412
18,8;2,409
19,07;2,404
19,42;2,401
18,61;2,399
18,01;2,399
17,72;2,402
17,18;2,402
16,54;2,398
15,97;2,392
15,09;2,39
13,65;2,392
13,14;2,395
13,02;2,436
12,97;2,312
12,83;2,273
12,95;2,263
12,91;2,027
13,04;2,059
13,52;2,13
13,77;2,307
14,08;2,397
14,32;2,371
15,28;2,335
15,58;2,332
18,1;2,305
18,91;2,302
19,47;2,274
19,7;2,244
19,66;2,226
19,41;2,235
18,92;2,335
18,13;2,355
17,45;2,408
16,66;2,422
15,65;2,424
14,37;2,422
13,45;2,326
12,84;2,277
12,16;2,231
11,54;2,229
10,99;2,265
11,97;2,319
13,76;2,385
15,7;2,406
17,75;2,451
19,34;2,452
20,71;2,452
21,88;2,451
22,8;2,45
23,45;2,448
23,95;2,449
24,28;2,435
24,33;2,436
24,22;2,434
23,81;2,444
23,11;2,439
21,63;2,435
19,86;2,406
18,46;2,414
16,85;2,378
15,69;2,405
14,85;2,378
14,09;2,33
13,67;2,32
13,59;2,307
13,87;2,319
14,36;2,448
14,35;2,481
14,86;2,483
16,82;2,484
19,34;2,486
20,61;2,484
18,35;2,484
19,87;2,477
21,34;2,477
22;2,476
21,87;2,463
21,67;2,464
21,22;2,464
20,33;2,464
18,67;2,464
17,17;2,46
16,07;2,462
15,46;2,459
14,67;2,517
13,87;2,509
13,4;2,5
13,14;2,491
12,9;2,483
14,03;2,484
15,3;2,502
17;2,518
19,33;2,522
21,75;2,525
23,5;2,522
24,82;2,52
26,81;2,514
27,63;2,514
28,19;2,524
28,45;2,522
28,44;2,521
28,16;2,527
27,5;2,525
26,24;2,525
24,28;2,524
22,19;2,519
20,63;2,519
19,37;2,509
18,48;2,579
17,83;2,571
17,31;2,565
16,91;2,563
16,89;2,563
17,91;2,568
19,41;2,563
21,12;2,575
23,29;2,583
25,43;2,586
26,16;2,594
24,87;2,593
30,26;2,593
30,7;2,594
31,14;2,593
31,48;2,588
31,07;2,584
29,58;2,58
22,05;2,57
22,47;2,569
21,1;2,571
19,67;2,569
19,23;2,571
18,74;2,569
18,33;2,65
18,66;2,644
17,72;2,636
17,38;2,634
17,74;2,629
18,01;2,636
18,8;2,63
19,09;2,703
20,9;2,746
22,49;2,754
22,21;2,754
21,07;2,753
23,91;2,753
24,05;2,752
25,33;2,746
24,51;2,628
25,2;2,639
24,96;2,627
24,3;2,624
23,33;2,623
22,27;2,621
21,37;2,619
20,57;2,622
19,48;2,629
18,64;2,698
18,23;2,692
18,19;2,685
17,77;2,676
17,49;2,665
18,09;2,663
19,99;2,645
22,12;2,657
24,97;2,669
26,5;2,687
27,23;2,688
28,61;2,688
30,18;2,687
30,88;2,684
31,39;2,669
31,44;2,647
30,2;2,649
29,17;2,674
28,38;2,68
27,24;2,683
24,4;2,682
22,67;2,681
20,47;2,68
18,41;2,679
18,16;2,75
17,7;2,725
17,48;2,703
17,6;2,695
17,75;2,687
18,21;2,682
18,97;2,663
19,89;2,664
20,99;2,684
22,1;2,706
23,25;2,731
24,17;2,739
22,68;2,743
22,1;2,739
21,25;2,735
19,97;2,729
20,04;2,697
19,86;2,696
19,02;2,697
18,42;2,698
17,56;2,699
17,03;2,702
16,85;2,698
16,58;2,691
16,2;2,714
15,45;2,696
15,46;2,691
14,2;2,689
13,91;2,688
13,39;2,693
13,6;2,678
13,6;2,687
13,66;2,698
14,05;2,702
14,55;2,701
15,41;2,699
15,33;2,698
15,99;2,696
15,83;2,694
15,63;2,692
15,99;2,691
15,72;2,687
15,35;2,686
14,61;2,684
13,93;2,68
13,53;2,674
13,02;2,675
12,93;2,669
12,79;2,682
12,63;2,67
12,53;2,665
12,3;2,664
12,28;2,662
12,53;2,664
13,2;2,683
13,32;2,696
13,87;2,692
14,36;2,696
15,39;2,698
14,87;2,698
17,2;2,697
16,52;2,696
15,38;2,694
14,82;2,698
14,03;2,696
13,52;2,71
13;2,712
12,78;2,706
12,49;2,703
12,14;2,702
12,4;2,694
12,4;2,688
11,97;2,696
12,24;2,687
12,35;2,684
12,55;2,683
12,63;2,682
12,79;2,683
12,92;2,689
13,01;2,699
13,29;2,696
13,5;2,696
13,89;2,697
14,24;2,696
15,12;2,695
15,54;2,693
16,84;2,693
17,83;2,69
17,45;2,694
17,51;2,692
17,41;2,69
16,72;2,687
16,39;2,688
16,22;2,684
16,06;2,677
16,25;2,665
16,47;2,605
16,52;2,437
16,42;2,304
16,53;2,476
16,37;2,508
16,53;2,604
16,92;2,681
17,48;2,683
18,46;2,692
19,69;2,697
19,32;2,699
19,17;2,696
19,25;2,695
19,94;2,694
18,95;2,695
19,01;2,692
19,83;2,692
19,03;2,703
18,7;2,699
18,23;2,697
17,28;2,699
17,1;2,697
16,83;2,69
16,62;2,685
16,38;2,679
16,3;2,671
15,94;2,669
15,87;2,667
15,78;2,665
16,21;2,663
17,31;2,676
17,67;2,705
18,38;2,718
18,9;2,727
19,06;2,731
20,34;2,725
19,78;2,725
19,87;2,721
19,65;2,717
19,47;2,707
19,39;2,701
19,36;2,693
19,37;2,689
18,79;2,684
17,65;2,679
17,04;2,674
16,48;2,667
15,96;2,661
15,53;2,702
15,69;2,693
15,58;2,688
15,48;2,686
15,34;2,684
16,13;2,682
17,47;2,664
18,1;2,665
18,79;2,672
20,1;2,684
20,38;2,691
20,94;2,692
21,02;2,69
21,23;2,686
21,05;2,683
21,49;2,679
21,19;2,68
20,35;2,681
20,14;2,68
19,57;2,677
18,84;2,673
18,39;2,67
18,07;2,67
18,09;2,669
17,02;2,684
16,41;2,677
15,57;2,671
15,4;2,645
15,89;2,505
16,15;2,483
16,85;2,511
17,98;2,597
18,83;2,6
18,65;2,613
20,24;2,64
20,72;2,636
20,19;2,621
20,3;2,609
20,27;2,537
21,67;2,522
21,41;2,625
21,33;2,652
20,95;2,67
20,27;2,675
19,33;2,678
18,31;2,694
17,39;2,691
16,67;2,649
15,78;2,573
15,16;2,44
14,85;2,398
14,72;2,383
14,19;2,398
14,16;2,515
15,36;2,618
16,74;2,659
19,12;2,672
20,77;2,682
22,19;2,682
23,42;2,68
24,61;2,668
25,31;2,659
25,68;2,652
25,7;2,635
25,57;2,626
25,26;2,645
24,73;2,658
23,86;2,66
22,44;2,662
21,2;2,657
20,27;2,629
19,65;2,555
18,91;2,571
18,24;2,492
17,58;2,426
17,04;2,427
16,72;2,424
17,32;2,554
18,57;2,657
20,3;2,663
22,34;2,676
24,25;2,685
25,35;2,689
26,18;2,688
26,95;2,68
27,65;2,679
28,05;2,677
28,24;2,672
28,22;2,669
27,98;2,664
27,48;2,66
26,76;2,657
25,82;2,655
24,82;2,656
23,7;2,653
22,39;2,637
19,64;2,618
19,23;2,576
18,92;2,565
18,42;2,553
17,92;2,551
17,81;2,604
19,17;2,652
21,55;2,66
24,06;2,672
26,2;2,68
27,54;2,682
28,47;2,68
29,38;2,67
29,98;2,667
30,3;2,663
30,41;2,66
30,36;2,656
29,96;2,653
29,22;2,653
27,98;2,649
26,16;2,654
24,32;2,654
22,74;2,656
21,51;2,629
20,6;2,684
19,94;2,563
19,27;2,508
18,75;2,509
18,63;2,506
19,11;2,618
20,73;2,749
22,49;2,749
24,45;2,745
26,37;2,741
27,97;2,756
29,24;2,754
31,44;2,755
32,05;2,749
32,46;2,747
32,5;2,739
32,19;2,741
31,51;2,747
30,33;2,754
28,54;2,752
25,94;2,75
23,55;2,753
21,99;2,753
21,41;2,746
20,64;2,747
20,07;2,692
19,51;2,668
18,93;2,621
18,66;2,644
19,38;2,74
20,76;2,748
23,06;2,746
25,36;2,759
27,59;2,766
29,87;2,768
31,68;2,768
32,29;2,767
33,25;2,767
33,83;2,767
34,09;2,763
34,16;2,764
34,02;2,761
33,2;2,76
30,69;2,761
27,88;2,757
27,09;2,757
26,95;2,754
26,9;2,751
26,27;2,73
23,74;2,721
22,92;2,715
22,18;2,704
21,46;2,68
22,35;2,675
22,12;2,7
23,32;2,688
24,91;2,699
26,43;2,709
27,99;2,717
28,44;2,719
22,54;2,718
23,51;2,714
22,82;2,719
20,55;2,717
20,63;2,717
20,64;2,719
20,19;2,722
18,97;2,721
17,71;2,718
17,43;2,715
17,34;2,715
17,45;2,705
17,45;2,726
17,28;2,702
16,85;2,605
16,84;2,468
16,92;2,307
17,38;2,396
17,03;2,39
17,79;2,517
20,03;2,578
21;2,667
22,24;2,687
22,63;2,718
21,15;2,706
21,11;2,645
20,37;2,551
19,88;2,587
20,31;2,621
20,19;2,705
19,29;2,733
18,82;2,734
18,12;2,735
18,14;2,734
17,75;2,732
17,57;2,709
17,42;2,705
17,47;2,668
17,44;2,64
17;2,616
16,69;2,617
16,98;2,694
17,9;2,71
18,72;2,714
18,69;2,724
18,38;2,736
19,26;2,739
19,06;2,739
21,42;2,737
21,57;2,736
21,54;2,732
21,44;2,726
21,87;2,725
21,64;2,722
22,08;2,723
21,69;2,724
20,91;2,72
20,54;2,716
20,8;2,715
19,42;2,678
18,41;2,721
18,59;2,714
18,12;2,679
17,55;2,681
17,02;2,604
16,82;2,621
18,04;2,711
19,22;2,721
19,56;2,726
20,01;2,734
21,62;2,734
24,71;2,736
27,92;2,733
28,16;2,732
28,12;2,729
27,86;2,729
27,16;2,728
26,6;2,725
25,83;2,724
24,93;2,721
23,46;2,721
21,85;2,719
20,39;2,717
19,32;2,712
18,79;2,659
17,9;2,586
16,53;2,507
15,98;2,293
15,36;2,324
15,3;2,553
16,18;2,717
17,73;2,743
19,48;2,762
21,66;2,773
23,81;2,777
26,1;2,773
25,28;2,765
25,42;2,763
26,6;2,763
26,29;2,734
26,77;2,732
26,5;2,73
25,79;2,727
24,42;2,724
22,59;2,73
